num,tokens
178,"['yukos', 'owner', 'sue', 'russia', '$', '28bn', 'majority', 'owner', 'embattled', 'Russian', 'oil', 'firm', 'yukos', 'sue', 'Russian', 'government', '$', '28.3bn', '¬', '£', '15.2bn', 'kremlin', 'last', 'year', 'seize', 'sell', 'yukos', 'main', 'production', 'arm', 'yugansk', 'state-run', 'oil', 'group', 'rosneft', '$', '9.3bn', 'offset', 'massive', 'back', 'tax', 'bill', 'group', 'menatep', 'gibraltar-based', 'holding', 'company', 'control', '51', '%', 'yukos', 'say', 'illegal', 'menatep', 'already', 'ask', 'rosneft', 'repay', '$', '900m', 'loan', 'yugansk', 'secure', 'asset', 'Russian', 'government', 'argument', 'sell', 'yuganskneftegaz', 'unit', 'full', 'name', 'yukos', 'owe', '$', '27bn', 'back', 'tax', 'year', '2000', 'onwards', 'accuse', 'firm', 'use', 'web', 'offshore', 'firm', 'avoid', 'tax', 'liability', 'court', 'send', 'bailiff', 'freeze', 'yukos', 'account', 'seize', 'yugansk', 'critic', 'say', 'sell-off', 'assault', 'yukos', 'finance', 'part', 'attempt', 'bring', 'energy', 'industry', 'back', 'state', 'control', 'accord', 'menatep', 'government', 'action', 'contrary', '1994', 'energy', 'charter', 'treaty', 'design', 'regulate', 'disagreement', 'energy', 'investment', 'warn', 'Russian', 'government', 'continue', 'attack', 'yukos', 'personnel', 'shareholder', 'warn', 'buyer', 'yuganskneftegaz', 'would', 'face', 'lifetime', 'litigation', 'say', 'tim', 'osborne', 'director', 'group', 'menatep', 'time', 'warning', 'action', 'recover', 'value', 'loss', 'begin', 'earnest', 'today', 'menatep', 'say', 'value', 'yukos', 'shareholding', 'go', '$', '17.8bn', 'virtually', 'nothing', 'since', '2003', 'result', 'Russian', 'government', 'action', 'share', 'fall', '97', '%', 'accord', 'paris', 'lawyer', 'emmanuel', 'gaillard', 'shearman', 'sterling', 'overall', 'claim', 'base', 'figure', '60', '%', 'addition', 'share', 'gain', 'could', 'accrue', 'since', 'arbitration', 'lawsuit', 'could', 'take', 'place', 'Stockholm', 'hague', 'Mr', 'gaillard', 'say', 'russia', 'sign', 'charter', 'never', 'ratify', 'expert', 'say', 'could', 'make', 'difficult', 'menatep', 'press', 'case', 'Mr', 'gaillard', 'tell', 'bbc', 'news', 'charter', 'come', 'effect', 'signature', 'ratification', 'russia', 'say', 'past', 'bind', 'attract', 'foreign', 'investor', 'say', 'yukos', 'still', 'wait', 'see', 'happen', 'filing', 'us', 'court', 'bankruptcy', 'protection', 'take', 'action', 'try', 'prevent', 'force', 'sale', 'yugansk', 'first', 'little-known', 'shell', 'company', 'turn', 'buy', 'rosneft', 'yukos', 'claim', 'downfall', 'punishment', 'political', 'ambition', 'founder', 'Mikhail', 'khodorkovsky', 'Mr', 'khodorkovsky', 'currently', 'face', 'fraud', 'tax', 'evasion', 'charge', 'one', 'founder', 'menatep', 'since', 'sign', 'shareholding', 'one', 'fellow', 'investor']"
179,"['arsenal', 'may', 'seek', 'full', 'share', 'listing', 'arsenal', 'vice-chairman', 'david', 'dein', 'say', 'club', 'may', 'consider', 'seek', 'full', 'listing', 'share', 'london', 'stock', 'exchange', 'speak', 'soccerex', 'football', 'business', 'forum', 'dubai', 'say', 'full', 'listing', 'one', 'option', 'funding', 'club', 'move', 'new', 'stadium', 'club', 'currently', 'list', 'small', 'ofex', 'share', 'exchange', 'due', 'move', 'new', '60', '000-seater', 'emirate', 'stadium', 'ashburton', 'grove', 'start', '2006', '07', 'season', 'Mr', 'dein', 'also', 'warn', 'current', 'level', 'tv', 'coverage', 'premiership', 'may', 'reach', 'saturation', 'level', 'sign', 'match', 'attendance', 'drop', 'first', 'month', 'season', 'arsenal', 'move', 'new', 'stadium', 'see', 'proportion', 'turnover', 'medium', 'earnings', 'drop', '52', '%', 'season', '34', '%', 'two', 'year', 'time', 'club', 'hope', 'increase', 'matchday', 'earnings', '29', '%', '40', '%', 'turnover', 'rule', 'money-earning', 'mean', 'include', 'full', 'share', 'listing', 'new', 'stadium', 'open', 'go', 'thorough', 'financial', 'review', 'Mr', 'dein', 'say', 'listing', 'would', 'one', 'option', 'flexible', 'decision', 'make', 'issue', 'yet', 'want', 'well', 'financial', 'health', 'maybe', 'club', 'listing', 'manchester', 'unite', 'success', 'Mr', 'dein', 'say', 'although', 'television', 'money', 'coverage', 'drive', 'English', 'game', 'forward', 'past', '10', 'year', 'fear', 'might', 'many', 'game', 'show', 'since', 'formation', 'premier', 'league', 'season', '1992', '93', 'premiership', 'club', 'see', 'income', 'television', 'soar', 'television', 'drive', 'force', 'past', '10', 'year', '...', 'must', 'constantly', 'improve', 'want', 'remain', 'world', 'lead', 'league', 'competition', 'must', 'monitor', 'quality', 'product', 'ensure', 'attendance', 'decline', 'must', 'balance', 'quantity', 'exposure', 'tv', 'think', 'practically', 'reach', 'saturation', 'point', '...', 'sometimes', 'think', 'less', 'club', 'fund', 'move', 'ashburton', 'grove', 'number', 'source', 'include', 'debt', 'bank', 'money', 'already', 'receive', 'come', 'year', 'sponsor', 'sale', 'surplus', 'property', 'include', 'highbury', 'stadium', 'also', 'look', 'create', 'new', 'revenue', 'stream', 'overseas', 'market', 'include', 'Asia', 'two', 'executive', 'travel', 'round', 'japan', 'china', 'moment', 'building', 'relationship', 'organisation', 'club', 'know', 'supporter', 'club', 'grow', 'around', 'world', 'get', 'good', 'product', 'important', 'go', 'look', 'market', 'make', 'sure', 'case']"
180,"['Keegan', 'hail', 'comeback', 'king', 'fowler', 'manchester', 'city', 'boss', 'kevin', 'keegan', 'praise', 'striker', 'robbie', 'fowler', 'landmark', 'return', 'form', '29-year-old', 'favour', 'city', 'earlier', 'season', 'take', 'premiership', 'goal', 'tally', 'past', '150', 'brace', 'Monday', '3-2', 'win', 'norwich', 'still', 'quality', 'player', 'know', 'net', 'get', 'supply', 'ammunition', 'end', 'keegan', 'say', 'work', 'hard', 'get', 'back', 'former', 'liverpool', 'striker', 'move', 'city', '2003', 'poor', 'stint', 'leeds', 'battle', 'back', 'first-team', 'contention', 'struggle', 'fitness', 'start', 'season', 'fowler', 'overtake', 'les', 'ferdinand', 'Tuesday', 'evening', 'become', 'third', 'high', 'scorer', 'time', 'premiership', '151', 'goal', 'trail', 'alan', 'shearer', '250', 'andy', 'cole', '173', 'Keegan', 'believe', 'still', 'come', 'former', 'england', 'forward', 'get', 'good', 'supply', 'well', 'add', 'keegan', 'people', 'want', 'write', 'keep', 'article', 'people', 'write', 'could', 'throw', 'back', 'would', 'leave', 'bit', 'egg', 'face', 'fowler', 'double', 'strike', 'help', 'city', 'come', 'back', 'two', 'goal', 'clinch', 'dramatic', 'win', 'carrow', 'road', 'keegan', 'sympathise', 'norwich', 'boss', 'nigel', 'worthington', 'afterwards', 'feel', 'bit', 'nigel', 'worthington', 'say', 'team', 'get', 'great', 'character', 'lot', 'drive', 'enthusiasm', 'know', 'killer', 'blow', 'Norwich', 'really', 'think', 'bring', 'something', 'premiership', 'stadium', 'atmosphere', 'great', 'tough', 'league', 'stay', 'find', 'know']"
181,"['blogger', 'ground', 'airline', 'us', 'airline', 'attendant', 'fight', 'job', 'suspend', 'posting', 'blog', 'online', 'diary', 'queen', 'sky', 'otherwise', 'know', 'ellen', 'simonetti', 'evolve', 'anonymous', 'semi-fictional', 'account', 'life', 'sky', 'post', 'picture', 'uniform', 'delta', 'airline', 'suspend', 'indefinitely', 'without', 'pay', 'Ms', 'simonetti', 'tell', 'suspension', 'result', 'inappropriate', 'image', 'delta', 'airline', 'decline', 'comment', 'really', 'shocked', 'warn', 'Ms', 'simonetti', 'tell', 'bbc', 'news', 'online', 'never', 'think', 'would', 'get', 'trouble', 'blog', 'think', 'problem', 'someone', 'would', 'say', 'something', 'take', 'action', 'issue', 'highlight', 'concern', 'amongst', 'grow', 'blogging', 'community', 'conflict', 'interest', 'employment', 'law', 'free', 'speech', 'personal', 'website', 'Ms', 'simonetti', 'suspend', '25', 'September', 'pend', 'investigation', 'since', 'lodge', 'complaint', 'us', 'equal', 'employment', 'opportunity', 'commission', 'eeoc', 'spokesperson', 'delta', 'airline', 'tell', 'bbc', 'news', 'online', ':', 'tell', 'discuss', 'internal', 'employee', 'issue', 'medium', 'add', 'could', 'say', 'whether', 'similar', 'situation', 'personal', 'website', 'occur', 'past', 'Ms', 'simonetti', 'start', 'personal', 'blog', 'January', 'help', 'get', 'mother', 'death', 'ensure', 'make', 'mention', 'airline', 'work', 'create', 'fictional', 'name', 'city', 'company', 'airline', 'name', 'change', 'anonymous', 'airline', 'city', 'base', 'call', 'quirksville', 'large', 'part', 'blog', 'contain', 'fictional', 'story', 'queen', 'sky', 'develop', 'month', 'character', 'right', 'accord', 'ms', 'simonetti', 'image', 'take', 'digital', 'camera', 'inherit', 'mother', 'often', 'take', 'picture', 'flight', 'layover', 'though', 'include', 'blog', 'fun', 'never', 'mean', 'something', 'harm', 'company', 'understand', 'think', 'harm', 'Ms', 'simonetti', 'say', 'also', 'claim', 'picture', 'male', 'delta', 'airline', 'employee', 'uniform', 'freely', 'available', 'web', '10', 'image', 'site', 'one', 'show', 'ms', 'simonetti', 'flight', 'wing', 'tell', 'picture', 'problem', 'assume', 'one', 'pose', 'seat', 'skirt', 'ride', 'say', 'image', 'remove', 'soon', 'learn', 'suspend', 'far', 'Ms', 'simonetti', 'know', 'company', 'anti-blogging', 'policy', 'guidance', 'suggest', 'company', 'uniform', 'use', 'without', 'approval', 'management', 'use', 'personal', 'picture', 'website', 'unclear', 'Jeffrey', 'Matsuura', 'director', 'law', 'technology', 'programme', 'university', 'Dayton', 'say', 'personal', 'website', 'hazardous', 'employer', 'employee', 'many', 'example', 'employee', 'present', 'kind', 'material', 'online', 'get', 'trouble', 'employer', 'say', 'crucial', 'policy', 'acceptable', 'express', 'clearly', 'reasonable', 'enforce', 'fairly', 'company', 'policy', 'remember', 'employee', 'total', 'free', 'speech', 'anymore', 'say', 'Mr', 'Matsuura', 'add', 'company', 'actively', 'encourage', 'employee', 'blog', 'one', 'area', 'become', 'problem', 'encourage', 'suit', 'may', 'particularly', 'clear', '[', 'employee', ']', 'cross', 'line', 'speculate', 'delta', 'might', 'concern', 'fictional', 'content', 'blog', 'may', 'link', 'back', 'airline', 'image', 'ms', 'simonetti', 'uniform', 'post', 'whether', 'successful', 'depend', 'exactly', 'prohibit', 'whether', 'reasonably', 'say', 'content', 'cross', 'line', 'say', 'Ms', 'simonetti', 'say', 'suspension', 'cause', 'two', 'friend', 'discontinue', 'blogs', 'one', 'ask', 'stop', 'blogging', 'company', 'action', 'take', 'ask', 'take', 'blog', 'would', 'give', 'option', 'say', 'blogging', 'thing', 'obviously', 'new', 'problem', 'employer', 'need', 'get', 'policy', 'know', 'would', 'cost', 'job', 'would']"
182,"['kenyon', 'deny', 'robben', 'barca', 'return', 'chelsea', 'chief', 'executive', 'peter', 'kenyon', 'play', 'report', 'arjen', 'Robben', 'return', 'champion', 'league', 'match', 'barcelona', 'respond', 'well', 'treatment', 'start', 'run', 'Friday', 'wait', 'see', 'tell', 'bbc', 'five', 'live', 'sportsweek', 'look', 'get', 'back', 'soon', 'possible', 'back', 'right', 'us', 'plan', 'moment', 'around', 'barcelona', 'game', 'comment', 'contradict', 'chiropractor', 'jean', 'Pierre', 'meersseman', 'treat', 'Dutchman', 'fracture', 'foot', 'start', 'February', 'Robben', 'expect', 'six', 'week', 'meersseman', 'hint', 'winger', 'could', 'fit', 'vital', 'Stamford', 'bridge', 'game', '8', 'march', 'hope', 'back', 'try', 'help', 'make', 'happen', 'meersseman', 'tell', 'mail', 'Sunday', 'put', 'everything', 'right', 'arjen', 'foot', 'last', 'time', 'see', '12', 'day', 'ago', 'obvious', 'correction', 'easy', 'perform', 'know', 'please', 'run', 'due', 'see', 'one', 'time', 'next', 'day', 'meersseman', 'medical', 'co-ordinator', 'Italian', 'side', 'ac', 'milan']"
183,"['xbox', 'power', 'cable', 'fire', 'fear', 'microsoft', 'say', 'replace', '14', 'million', 'power', 'cable', 'xbox', 'console', 'due', 'safety', 'concern', 'company', 'say', 'move', 'preventative', 'step', 'report', 'fire', 'hazard', 'problem', 'cable', 'affect', 'xbox', 'make', '23', 'October', '2003', 'region', 'mainland', 'europe', 'console', 'region', 'make', '13', 'January', '2004.', 'microsoft', 'say', 'receive', '30', 'report', 'minor', 'injury', 'property', 'damage', 'due', 'faulty', 'cable', 'firm', 'say', 'one', '10', '000', 'console', 'experience', 'component', 'failure', 'recall', 'affect', 'almost', 'three', 'quarter', 'xbox', 'sell', 'around', 'world', 'since', 'launch', '2001.', 'statement', 'add', ':', 'almost', 'instance', 'damage', 'cause', 'failure', 'contain', 'within', 'console', 'limited', 'tip', 'power', 'cord', 'back', 'console', 'seven', 'case', 'customer', 'report', 'sustain', 'minor', 'burn', 'hand', '23', 'case', 'customer', 'report', 'smoke', 'damage', 'minor', 'damage', 'carpet', 'entertainment', 'centre', 'preventative', 'step', 'choose', 'take', 'despite', 'rarity', 'incident', 'say', 'robbie', 'bach', 'senior', 'vice', 'president', 'microsoft', 'home', 'entertainment', 'division', 'regret', 'inconvenience', 'believe', 'offering', 'consumer', 'free', 'replacement', 'cord', 'responsible', 'thing', 'consumer', 'order', 'new', 'cable', 'xbox', 'website', 'telephone', '0800', '028', '9276', 'uk', 'microsoft', 'say', 'customer', 'would', 'get', 'replacement', 'cord', 'within', 'two', 'four', 'week', 'time', 'order', 'advise', 'user', 'turn', 'xbox', 'use', 'follow-up', 'xbox', 'expect', 'release', 'end', 'year', 'beginning', '2006', '.']"
184,"['sony', 'ware', 'win', 'innovation', 'award', 'sony', 'take', 'prize', 'top', 'innovator', 'annual', 'award', 'pc', 'pro', 'magazine', 'win', 'award', 'take', 'risk', 'product', 'brave', 'commitment', 'good', 'design', 'confer', 'award', 'pc', 'pro', 'staff', 'pick', 'sony', 'pcg-x505', 'p', 'vaio', 'laptop', 'stunning', 'piece', 'engineering', 'electronics', 'giant', 'beat', 'strong', 'competition', 'toshiba', 'chip', 'maker', 'amd', 'intel', 'take', 'gong', 'Paul', 'trotter', 'news', 'feature', 'editor', 'pc', 'pro', 'say', 'several', 'sony', 'product', 'help', 'take', 'innovation', 'award', 'say', 'sony', 'clie', 'peg', 'ux50', 'medium', 'player', 'swivel', 'screen', 'qwerty', 'keyboard', 'break', 'design', 'rule', 'yet', 'sony', 'product', 'help', 'include', 'vaio', 'w1', 'desktop', 'computer', 'ra-104', 'media', 'server', 'Mr', 'trotter', 'say', 'sony', 'combine', 'computer', 'screen', 'keyboard', 'w1', 'likely', 'widely', 'copy', 'future', 'home', 'pcs', 'company', 'also', 'become', 'one', 'first', 'use', 'organic', 'leds', 'product', 'always', 'invent', 'new', 'technology', 'sony', 'never', 'afraid', 'innovate', 'around', 'various', 'format', 'say', 'Mr', 'trotter', 'award', 'decide', 'pc', 'pro', 'staff', 'contributor', 'include', 'one', 'canon', 'eos', '300d', 'digital', 'camera', 'wanted', 'hardware', 'category', 'microsoft', 'medium', 'player', '10', 'take', 'award', 'wanted', 'software', 'year', '10th', 'anniversary', 'pc', 'pro', 'award', 'split', 'prise', 'two', 'section', 'first', 'choose', 'magazine', 'writer', 'consultant', 'second', 'vote', 'reader', 'Mr', 'trotter', 'say', '13', '000', 'people', 'vote', 'reliability', 'service', 'award', 'twice', 'many', '2003.', 'net-based', 'memory', 'video', 'card', 'shop', 'crucial', 'share', 'award', 'online', 'vendor', 'year', 'novatech']"
185,"['almagro', 'continue', 'Spanish', 'surge', 'unseeded', 'nicola', 'almagro', 'become', 'fifth', 'Spaniard', 'reach', 'last', 'eight', 'buenos', 'aires', 'open', 'oust', 'eighth', 'seed', 'mariano', 'zabaleta', 'show', 'admirable', 'resolve', 'win', 'rain-affected', 'match', '6-7', '6-4', '6-4', 'compatriot', 'seventh', 'seed', 'Rafael', 'Nadal', 'also', 'reach', 'last', 'eight', 'beating', 'Italian', 'potito', 'starace', '6-1', '6-3', 'nadal', 'playing', 'outdoor', 'clay', 'event', 'first', 'time', 'hit', 'powerful', 'forehand', 'oust', 'starace', 'match', 'delay', 'hour', 'rain', 'always', 'problem', 'stop', 'rain', 'one', 'get', 'use', 'say', 'Spanish', 'teenager', 'nadal', 'luckily', 'able', 'keep', 'pace', 'go', 'throughout', 'match', 'play', 'gaston', 'gaudio', 'beat', 'unseeded', 'Brazilian', 'flavio', 'saretta', '6-3', '6-2', 'day', 'late', 'match']"
186,"['deutsche', 'boerse', 'set', 'woo', 'lse', 'boss', 'deutsche', 'boerse', 'london', 'stock', 'exchange', 'meet', 'amid', 'talk', 'takeover', 'bid', 'lse', 'raise', '¬', '£', '1.5bn', '$', '2.9bn', 'last', 'month', 'german', 'exchange', 'table', '530', 'pence-per-share', 'offer', 'lse', 'value', '¬', '£', '1.3bn', 'Paris-based', 'euronext', 'owner', 'liffe', 'london', 'also', 'say', 'interested', 'bidding', 'lse', 'euronext', 'due', 'hold', 'talk', 'lse', 'week', 'report', 'ready', 'raise', '¬', '£', '1.4bn', 'fund', 'bid', 'euronext', 'chief', 'jean-francois', 'theodore', 'schedule', 'meet', 'lse', 'counterpart', 'clara', 'furse', 'Friday', 'deutsche', 'boerse', 'chief', 'werner', 'seifert', 'meet', 'ms', 'furse', 'Thursday', 'third', 'meeting', 'two', 'exchange', 'since', 'bid', 'approach', 'December', 'lse', 'reject', 'deutsche', 'boerse', 'propose', '¬', '£', '1.3bn', 'offer', 'December', 'say', 'undervalue', 'business', 'agree', 'leave', 'door', 'open', 'talk', 'find', 'whether', 'significantly-improved', 'proposal', 'would', 'interest', 'lse', 'shareholder', 'customer', 'meantime', 'euronext', 'combine', 'paris', 'amsterdam', 'lisbon', 'stock', 'exchange', 'also', 'begin', 'talk', 'lse', 'statement', 'Thursday', 'euronext', 'say', 'offer', 'likely', 'solely', 'cash', 'add', ':', 'assurance', 'stage', 'offer', 'make', 'deal', 'either', 'bidder', 'would', 'create', 'big', 'stock', 'market', 'operator', 'europe', 'second', 'big', 'world', 'new', 'york', 'stock', 'exchange', 'accord', 'ft', 'late', 'meeting', 'deutsche', 'boerse', 'adopt', 'charm', 'offensive', 'woo', 'london', 'exchange', 'newspaper', 'say', 'german', 'suitor', 'offer', 'manage', 'combined', 'cash', 'equity', 'market', 'london', 'let', 'ms', 'furse', 'take', 'helm', 'report', 'week', 'say', 'deutsche', 'boerse', 'might', 'even', 'consider', 'sell', 'Luxembourg-based', 'clearstream', 'unit', 'clearing', 'house', 'process', 'security', 'transaction', 'ownership', 'clearstream', 'see', 'main', 'stumbling', 'block', 'london-frankfurt', 'merger', 'lse', 'shareholder', 'fear', 'deutsche', 'boerse', 'takeover', 'would', 'force', 'use', 'clearstream', 'make', 'difficult', 'negotiate', 'low', 'transaction', 'fee']"
187,"['veteran', 'martinez', 'win', 'Thai', 'title', 'Conchita', 'Martinez', 'win', 'first', 'title', 'almost', 'five', 'year', 'victory', 'anna-lena', 'groenefeld', 'volvo', 'woman', 'open', 'pattaya', 'thailand', '32-year-old', 'Spaniard', 'come', '6-3', '3-6', '6-3', 'first', 'title', 'since', 'berlin', '2000.', 'feel', 'really', 'good', 'say', 'martinez', 'play', 'last', 'season', 'tour', 'come', 'like', 'important', 'match', 'feel', 'good', 'nearly', 'five', 'year', 'think', 'could', 'groenefeld', 'powerful', 'player', 'could', 'match', 'opponent', 'relentless', 'accuracy', 'first', 'final', 'new', 'experience', 'say', 'german', 'think', 'play', 'good', 'match', 'tough', 'match', 'try', 'stay', 'think', 'whole', 'week', 'good']"
188,"['Mcconnell', 'drunk', 'remark', 'row', 'scotland', 'first', 'minister', 'tell', 'group', 'high', 'school', 'pupil', 'okay', 'get', 'drunk', 'jack', 'mcconnell', 'speak', '100', 'secondary', 'pupil', 'school', 'highland', 'problem', 'binge', 'drinking', 'drink', 'promotion', 'criticise', 'snp', 'encourage', 'young', 'people', 'get', 'drunk', 'Scottish', 'executive', 'insist', 'Mr', 'Mcconnell', 'speak', 'adult', 'comment', 'recognition', 'people', 'get', 'drunk', 'first', 'minister', 'comment', 'come', 'question', 'answer', 'session', 'glenurquhart', 'high', 'school', 'inverness', 'attend', 'pupil', 'number', 'secondary', 'school', 'highland', 'councillor', 'event', 'also', 'defend', 'Mr', 'mcconnell', 'margaret', 'davidson', 'independent', 'member', 'loch', 'ness', 'west', 'say', 'first', 'minister', 'speak', 'general', 'way', 'sure', 'speak', 'adult', 'time', 'one', 'pupil', 'ask', 'Mr', 'Mcconnell', 'executive', 'propose', 'tackle', 'under-age', 'drinking', 'begin', 'response', 'quip', ':', 'sure', 'under-age', 'drinking', 'highland', 'go', 'speak', 'evil', 'binge', 'drinking', 'rail', 'irresponsible', 'drink', 'promotion', 'say', ':', 'hope', 'go', 'see', 'preach', 'anybody', 'really', 'serious', 'problem', 'moment', 'binge', 'drinking', 'impact', 'people', 'health', 'ability', 'control', 'happen', 'round', 'Mr', 'Mcconnell', 'say', 'regularly', 'see', 'report', 'effect', 'binge', 'drinking', 'spree', 'end', 'assault', 'even', 'rape', 'health', 'consequence', 'binge', 'drinking', 'one', 'thing', 'go', 'something', 'really', 'serious', 'binge', 'drinking', 'irresponsible', 'drink', 'promotion', 'help', 'lead', 'say', 'far', 'many', 'pub', 'chain', 'particular', 'sell', 'far', 'much', 'booze', 'far', 'cheaply', 'encourage', 'people', 'drink', 'far', 'quickly', 'go', 'clamp', 'make', 'promotion', 'illegal', 'hope', 'people', 'enjoy', 'drink', 'sensibly', 'course', 'evening', 'add', ':', 'mean', 'get', 'drunk', 'get', 'situation', 'people', 'encourage', 'get', 'completely', 'incapable', 'save', 'money', 'drink', 'quickly', 'snp', 'holyrood', 'leader', 'nicola', 'sturgeon', 'say', ':', 'incredible', 'gaffe', 'jack', 'mcconnell', 'know', 'under-age', 'drinking', 'issue', 'scotland', 'quite', 'staggering', 'politician', 'particularly', 'first', 'minister', 'encourage', 'young', 'people', 'get', 'drunk', 'first', 'minister', 'withdraw', 'remark', 'immediately', 'executive', 'spokeswoman', 'insist', 'Mr', 'Mcconnell', 'make', 'remark', 'adult', 'youngster', 'mind', 'talk', 'context', 'adult', 'binge', 'drinking', 'irresponsible', 'drink', 'promotion', 'over-18s', 'say', 'recognition', 'people', 'get', 'drunk', 'binge', 'drinking', 'drink', 'promotion', 'encourage', 'acceptable']"
